wind_feature,target,wind_bin,n,mean,q10,q50,q90,inactive_rate,normal_rate,q10_q90_spread,ambiguous
gfs__ws100__mean,kpx_group_2,4.0,1872,0.4714150628907487,0.02142689814814815,0.48578800925925925,0.905085652777778,0.2013888888888889,0.5576923076923077,0.8836587546296298,True
gfs__ws100__mean,kpx_group_2,4.5,1377,0.4782948689784556,0.037497083333333334,0.49147953703703706,0.9067596574074075,0.1728395061728395,0.5686274509803921,0.8692625740740741,True
gfs__ws100__mean,kpx_group_2,5.0,1074,0.5133147955462447,0.0718470787037037,0.5360073148148148,0.9151295416666666,0.13687150837988826,0.6042830540037244,0.8432824629629629,True
gfs__ws100__mean,kpx_group_2,5.5,738,0.5345773987503764,0.08309620370370371,0.5845526388888889,0.889417263888889,0.11517615176151762,0.6517615176151762,0.8063210601851852,True
gfs__ws100__mean,kpx_group_2,6.0,599,0.5758110647375255,0.12869533333333336,0.6394590740740741,0.9174730833333334,0.08848080133555926,0.7028380634390651,0.78877775,False
gfs__ws100__mean,kpx_group_2,6.5,498,0.6056366683400267,0.1516622777777778,0.6772909490740742,0.9134555509259259,0.0783132530120482,0.748995983935743,0.761793273148148,False
gfs__ws100__mean,kpx_group_2,7.0,443,0.6323051758841234,0.24413273148148149,0.6950350925925926,0.9093040740740741,0.03611738148984198,0.7945823927765236,0.6651713425925926,False
gfs__ws100__mean,kpx_group_2,7.5,316,0.6711332449894516,0.30734208333333335,0.7184707407407408,0.9099737037037038,0.006329113924050633,0.8449367088607594,0.6026316203703704,False
gfs__ws100__mean,kpx_group_2,8.0,327,0.6915765613319742,0.3767116851851852,0.7559678240740741,0.9012690277777777,0.009174311926605505,0.8899082568807339,0.5245573425925925,False
gfs__ws100__mean,kpx_group_2,8.5,270,0.7012548422496571,0.3961967638888889,0.7559678240740741,0.9190801342592593,0.003703703703703704,0.8925925925925926,0.5228833703703704,False
gfs__ws100__mean,kpx_group_2,9.0,244,0.7071727912492409,0.43724269907407404,0.7522850694444445,0.9159999999999999,0.00819672131147541,0.9180327868852459,0.4787573009259259,False
gfs__ws100__mean,kpx_group_2,9.5,224,0.7234119812334656,0.49576493055555554,0.7636681249999999,0.9182766157407408,0.013392857142857142,0.9375,0.4225116851851853,False
gfs__ws100__mean,kpx_group_2,10.0,162,0.7125973759716507,0.4795608148148148,0.7479327546296297,0.9340119768518518,0.018518518518518517,0.9382716049382716,0.454451162037037,False
gfs__ws100__mean,kpx_group_2,10.5,129,0.7477043604651162,0.46831170370370373,0.7927953240740742,0.9330076111111112,0.007751937984496124,0.9689922480620154,0.46469590740740746,False
gfs__ws100__mean,kpx_group_2,11.0,127,0.7581980471711869,0.5206736944444446,0.813552638888889,0.9168035,0.0,0.937007874015748,0.39612980555555544,False
gfs__ws100__mean,kpx_group_2,11.5,76,0.7590955299707602,0.49449270833333336,0.7991564351851852,0.9303962037037037,0.0,0.9605263157894737,0.4359034953703703,False
gfs__ws100__mean,kpx_group_2,12.0,78,0.6873433784425451,0.44092545370370373,0.7365496990740741,0.8969166574074074,0.0,0.9230769230769231,0.4559912037037037,False
gfs__ws100__mean,kpx_group_2,12.5,48,0.7444592457561728,0.541966675925926,0.8048479398148147,0.8965149074074075,0.0,0.9583333333333334,0.3545482314814815,False
gfs__ws100__mean,kpx_group_2,13.0,47,0.7690889657210399,0.5637953148148148,0.7974824537037036,0.9233655000000001,0.0,1.0,0.35957018518518524,False
gfs__ws100__mean,kpx_group_2,13.5,46,0.7796072987117549,0.6294152083333333,0.8152265972222222,0.9247046759259259,0.0,0.9565217391304348,0.29528946759259256,False
gfs__ws100__mean,kpx_group_2,14.0,37,0.7920714414414415,0.6835181296296295,0.8142222222222223,0.9194818703703704,0.0,0.9459459459459459,0.2359637407407409,False
gfs__ws100__mean,kpx_group_2,14.5,33,0.8057407365319866,0.6172286481481482,0.8831900462962963,0.9252403425925926,0.0,0.9393939393939394,0.30801169444444443,False
gfs__ws100__mean,kpx_group_2,15.0,22,0.747415340909091,0.46650379166666667,0.8286184259259259,0.9062909444444446,0.0,0.9090909090909091,0.4397871527777779,False
gfs__ws100__mean,kpx_group_2,15.5,25,0.8392113462962963,0.728380712962963,0.8564064351851852,0.928186537037037,0.0,1.0,0.199805824074074,False
gfs__ws100__mean,kpx_group_2,16.0,10,0.8158961990740741,0.7502093472222223,0.8118786574074074,0.8795073101851852,0.0,1.0,0.12929796296296292,False
gfs__ws100__mean,kpx_group_2,16.5,13,0.7009583903133904,0.48545323148148156,0.7593157870370371,0.8580134537037037,0.0,0.9230769230769231,0.3725602222222222,False
gfs__ws100__mean,kpx_group_2,17.0,14,0.5047756911375662,0.06354414351851852,0.7111052777777778,0.8712713611111111,0.2857142857142857,0.5714285714285714,0.8077272175925926,False
gfs__ws100__mean,kpx_group_2,17.5,8,0.6956209837962963,0.20060936111111113,0.8393318750000001,0.9145938611111111,0.0,0.75,0.7139844999999999,False
gfs__ws100__mean,kpx_group_2,18.0,4,0.6533530555555556,0.4064415,0.7074225000000001,0.8570090555555556,0.0,0.75,0.4505675555555556,False
gfs__ws100__mean,kpx_group_2,18.5,10,0.8622318703703705,0.7080251296296297,0.8764941435185185,0.9569789629629629,0.0,1.0,0.2489538333333332,False
gfs__ws100__mean,kpx_group_2,19.0,7,0.732245205026455,0.5139777870370371,0.804847962962963,0.8704678518518518,0.0,0.8571428571428571,0.3564900648148147,False
gfs__ws100__mean,kpx_group_2,19.5,3,0.6620019598765432,0.5390204814814815,0.5979444444444445,0.8106064444444444,0.0,1.0,0.2715859629629629,False
gfs__ws100__mean,kpx_group_2,20.0,4,0.7253340625,0.46777602777777777,0.8209181249999999,0.9064248472222222,0.0,0.75,0.4386488194444444,False
gfs__ws100__mean,kpx_group_2,20.5,2,0.7251666666666667,0.6887409259259258,0.7251666666666667,0.7615924074074075,0.0,1.0,0.07285148148148168,False
gfs__ws100__mean,kpx_group_2,21.0,1,0.7137836111111111,0.7137836111111111,0.7137836111111111,0.7137836111111111,0.0,1.0,0.0,False
gfs__ws100__mean,kpx_group_3,0.0,7,0.0025581088435374147,0.0,0.0,0.007438190476190481,1.0,0.0,0.007438190476190481,False
gfs__ws100__mean,kpx_group_3,0.5,385,0.008321905256648113,0.0,0.0,0.023003323809523874,0.9766233766233766,0.0,0.023003323809523874,False
gfs__ws100__mean,kpx_group_3,1.0,1419,0.020664080103359173,0.0,0.0006887142857142857,0.06487760000000004,0.945031712473573,0.0021141649048625794,0.06487760000000004,False
gfs__ws100__mean,kpx_group_3,1.5,1993,0.04890719520703414,0.0,0.008264666666666667,0.1404992380952381,0.845960863020572,0.014550928248871048,0.1404992380952381,False
gfs__ws100__mean,kpx_group_3,2.0,2270,0.0935526924690581,0.0,0.03546916666666666,0.2762463000000001,0.6845814977973568,0.04140969162995595,0.2762463000000001,False
gfs__ws100__mean,kpx_group_3,2.5,2158,0.18241170323050443,0.0,0.10124209523809523,0.5018027047619047,0.4990732159406858,0.15987025023169602,0.5018027047619047,True
gfs__ws100__mean,kpx_group_3,3.0,1880,0.271353826443769,0.0006887142857142857,0.1838887142857143,0.6928541428571429,0.38563829787234044,0.29946808510638295,0.6921654285714286,True
gfs__ws100__mean,kpx_group_3,3.5,1663,0.3335997794862985,0.003443619047619048,0.25344961904761903,0.7855560857142856,0.31689717378232113,0.375826819001804,0.7821124666666666,True
gfs__ws100__mean,kpx_group_3,4.0,1248,0.3976054992750305,0.006887238095238096,0.34573833333333337,0.859938038095238,0.25721153846153844,0.4551282051282051,0.8530508,True
gfs__ws100__mean,kpx_group_3,4.5,903,0.3970050276854928,0.015151857142857144,0.3471158095238095,0.8742634761904763,0.2292358803986711,0.4573643410852713,0.8591116190476191,True
gfs__ws100__mean,kpx_group_3,5.0,669,0.43366001558829814,0.04862375238095237,0.3670887142857143,0.9230249809523811,0.17339312406576982,0.4798206278026906,0.8744012285714287,True
gfs__ws100__mean,kpx_group_3,5.5,475,0.4522147362406015,0.044078209523809544,0.4263188095238095,0.8946496190476191,0.1431578947368421,0.5284210526315789,0.8505714095238095,True
gfs__ws100__mean,kpx_group_3,6.0,379,0.5171900958663148,0.07300451428571429,0.5089654285714286,0.9272950571428571,0.12137203166226913,0.6200527704485488,0.8542905428571428,True
gfs__ws100__mean,kpx_group_3,6.5,345,0.5608970320220842,0.1343007619047619,0.616406,0.9110412095238096,0.09565217391304348,0.6811594202898551,0.7767404476190477,False
gfs__ws100__mean,kpx_group_3,7.0,273,0.5694190422117565,0.1938063047619048,0.5799037619047619,0.9183416666666666,0.054945054945054944,0.7435897435897436,0.7245353619047619,False
gfs__ws100__mean,kpx_group_3,7.5,197,0.6280828220933043,0.26777504761904763,0.6453323333333333,0.9602159333333333,0.015228426395939087,0.7766497461928934,0.6924408857142856,False
gfs__ws100__mean,kpx_group_3,8.0,226,0.6265113322798146,0.29339547619047623,0.6408556428571428,0.9221984999999999,0.008849557522123894,0.7964601769911505,0.6288030238095237,False
gfs__ws100__mean,kpx_group_3,8.5,179,0.6648397025804735,0.3571711142857143,0.6914767142857143,0.9588385142857144,0.0111731843575419,0.8491620111731844,0.6016674000000002,False
gfs__ws100__mean,kpx_group_3,9.0,174,0.6393515325670498,0.30964932380952376,0.6715037619047619,0.9522956238095238,0.005747126436781609,0.8275862068965517,0.6426463,False
gfs__ws100__mean,kpx_group_3,9.5,140,0.651530825170068,0.36550464285714285,0.6739142857142857,0.9128318714285715,0.02142857142857143,0.8714285714285714,0.5473272285714286,False
gfs__ws100__mean,kpx_group_3,10.0,101,0.6331262701555869,0.39326014285714284,0.653597,0.8595248095238096,0.0,0.8910891089108911,0.46626466666666677,False
gfs__ws100__mean,kpx_group_3,10.5,85,0.6279036173669469,0.37080781904761906,0.6363789523809524,0.9008481238095238,0.0,0.8352941176470589,0.5300403047619048,False
gfs__ws100__mean,kpx_group_3,11.0,79,0.6463523351416517,0.3618544285714285,0.7135158095238096,0.9252288666666667,0.02531645569620253,0.8607594936708861,0.5633744380952381,False
gfs__ws100__mean,kpx_group_3,11.5,48,0.6187017529761906,0.2324436142857143,0.5850691666666666,0.9567034571428572,0.020833333333333332,0.8125,0.724259842857143,False
gfs__ws100__mean,kpx_group_3,12.0,47,0.5798011823708208,0.2763151904761906,0.5840360952380952,0.8582851142857142,0.02127659574468085,0.8297872340425532,0.5819699238095236,False
gfs__ws100__mean,kpx_group_3,12.5,31,0.6611951490015361,0.48830376190476193,0.708006,0.8553924761904761,0.06451612903225806,0.9032258064516129,0.36708871428571416,False
gfs__ws100__mean,kpx_group_3,13.0,30,0.6844976444444444,0.35496721428571426,0.7672360952380952,0.8994706809523811,0.0,0.8666666666666667,0.5445034666666668,False
gfs__ws100__mean,kpx_group_3,13.5,20,0.6984672214285713,0.2665353380952381,0.7803218095238096,0.9733705238095238,0.05,0.8,0.7068351857142857,False
gfs__ws100__mean,kpx_group_3,14.0,12,0.8130360833333333,0.6559386285714286,0.9032586666666667,0.9821172714285714,0.0,0.9166666666666666,0.3261786428571428,False
gfs__ws100__mean,kpx_group_3,14.5,18,0.7044858862433864,0.3776950428571429,0.7383097857142857,0.9137960952380952,0.0,0.8333333333333334,0.5361010523809524,False
gfs__ws100__mean,kpx_group_3,15.0,12,0.7076042579365079,0.5261145714285714,0.7947849761904762,0.9260553333333335,0.08333333333333333,0.9166666666666666,0.399940761904762,False
gfs__ws100__mean,kpx_group_3,15.5,19,0.8031946215538847,0.6077281333333334,0.8361082857142857,0.9717864571428572,0.0,1.0,0.36405832380952374,False
gfs__ws100__mean,kpx_group_3,16.0,5,0.7507067714285715,0.6264613523809524,0.6611729523809524,0.924815638095238,0.0,1.0,0.2983542857142857,False
gfs__ws100__mean,kpx_group_3,16.5,5,0.6839007619047619,0.5476715904761905,0.7100721904761904,0.8096613619047619,0.0,1.0,0.2619897714285714,False
gfs__ws100__mean,kpx_group_3,17.0,9,0.5659762751322751,0.45731126666666666,0.540646619047619,0.683763,0.0,1.0,0.22645173333333335,False
gfs__ws100__mean,kpx_group_3,17.5,7,0.7657602653061224,0.4772842190476191,0.9146225714285715,0.9796379142857143,0.0,0.8571428571428571,0.5023536952380953,False
gfs__ws100__mean,kpx_group_3,18.0,3,0.4676421111111111,0.09049804761904762,0.4524902380952381,0.8508469238095239,0.3333333333333333,0.6666666666666666,0.7603488761904762,False
gfs__ws100__mean,kpx_group_3,18.5,9,0.4488170423280423,0.13388750476190478,0.43940452380952383,0.8812884095238095,0.1111111111111111,0.5555555555555556,0.7474009047619047,False
gfs__ws100__mean,kpx_group_3,19.0,7,0.44097873469387755,0.04380271428571429,0.37466466666666665,0.9750923238095238,0.2857142857142857,0.42857142857142855,0.9312896095238096,False
gfs__ws100__mean,kpx_group_3,19.5,3,0.3055629047619048,0.2535873809523809,0.262403,0.3748023904761905,0.0,0.3333333333333333,0.12121500952380959,False
gfs__ws100__mean,kpx_group_3,20.0,4,0.16271052380952383,0.030372628571428573,0.1862992380952381,0.27617744761904767,0.25,0.0,0.24580481904761908,False
gfs__ws100__mean,kpx_group_3,20.5,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
gfs__ws80__mean,kpx_group_1,0.0,10,0.02249824537037037,0.0,0.015065787037037037,0.05490644907407407,1.0,0.0,0.05490644907407407,False
gfs__ws80__mean,kpx_group_1,0.5,504,0.018683437683715463,0.0,0.0006695833333333333,0.06053098148148146,0.9543650793650794,0.0,0.06053098148148146,False
gfs__ws80__mean,kpx_group_1,1.0,2131,0.044096518001459924,0.0,0.011383055555555556,0.1252134722222222,0.8592210229938996,0.0070389488503050214,0.1252134722222222,False
gfs__ws80__mean,kpx_group_1,1.5,3161,0.08766744156209356,0.0,0.03414912037037037,0.25310527777777775,0.6988294843403986,0.03891173679215438,0.25310527777777775,False
gfs__ws80__mean,kpx_group_1,2.0,3625,0.14683614785440613,0.0,0.07231578703703703,0.4171549537037037,0.5652413793103448,0.1103448275862069,0.4171549537037037,True
gfs__ws80__mean,kpx_group_1,2.5,3259,0.24836738007568784,0.0006695833333333333,0.1734239814814815,0.6233888888888889,0.3921448297023627,0.2513040810064437,0.6227193055555555,True
gfs__ws80__mean,kpx_group_1,3.0,2873,0.33544486853978933,0.003347962962962963,0.26314912037037036,0.7901169444444445,0.31256526279150715,0.3947093630351549,0.7867689814814816,True
gfs__ws80__mean,kpx_group_1,3.5,2467,0.40510559579035865,0.011383055555555556,0.37028361111111113,0.8586830370370371,0.23996757194973653,0.47547628698824485,0.8472999814814816,True
gfs__ws80__mean,kpx_group_1,4.0,1839,0.4297708741415423,0.015266675925925935,0.4077806944444444,0.8925643055555555,0.21044045676998369,0.5062533985861881,0.8772976296296296,True
gfs__ws80__mean,kpx_group_1,4.5,1314,0.46426225234652463,0.04439385185185186,0.4807660648148148,0.9133216203703703,0.17123287671232876,0.556316590563166,0.8689277685185185,True
gfs__ws80__mean,kpx_group_1,5.0,897,0.46696370607787274,0.058388296296296334,0.48344444444444445,0.8640397777777777,0.14827201783723523,0.5741360089186176,0.8056514814814814,True
gfs__ws80__mean,kpx_group_1,5.5,713,0.5172263721365125,0.061200574074074074,0.5631257407407407,0.8815830462962964,0.11640953716690042,0.6549789621318373,0.8203824722222223,True
gfs__ws80__mean,kpx_group_1,6.0,546,0.5468887710283543,0.1195219212962963,0.6006228009259259,0.8801768981481481,0.09157509157509157,0.7051282051282052,0.7606549768518518,False
gfs__ws80__mean,kpx_group_1,6.5,471,0.5715802012070456,0.20690351851851851,0.6166929629629629,0.8764941666666667,0.06369426751592357,0.7558386411889597,0.6695906481481482,False
gfs__ws80__mean,kpx_group_1,7.0,357,0.6111036824359374,0.3131005925925926,0.6521812962962963,0.8700660740740741,0.0196078431372549,0.7955182072829131,0.5569654814814815,False
gfs__ws80__mean,kpx_group_1,7.5,363,0.6502758129272523,0.36479299074074073,0.6749473611111111,0.8732801111111111,0.005509641873278237,0.8842975206611571,0.5084871203703705,False
gfs__ws80__mean,kpx_group_1,8.0,275,0.6583220405723905,0.37081929629629634,0.6883391666666667,0.8944391851851851,0.014545454545454545,0.8763636363636363,0.5236198888888888,False
gfs__ws80__mean,kpx_group_1,8.5,270,0.6758351956447188,0.41829328240740743,0.7077573148148149,0.8933678518518517,0.011111111111111112,0.9148148148148149,0.4750745694444443,False
gfs__ws80__mean,kpx_group_1,9.0,217,0.6867500605905444,0.47741812962962965,0.7024006018518518,0.8885467777777778,0.018433179723502304,0.9400921658986175,0.41112864814814815,False
gfs__ws80__mean,kpx_group_1,9.5,172,0.6657988902347114,0.4393853981481482,0.6796344907407408,0.8949078888888888,0.029069767441860465,0.9186046511627907,0.45552249074074064,False
gfs__ws80__mean,kpx_group_1,10.0,144,0.7079944566615226,0.5638622916666667,0.7027353935185185,0.8861362592592593,0.006944444444444444,0.9722222222222222,0.32227396759259264,False
gfs__ws80__mean,kpx_group_1,10.5,118,0.7086538814344006,0.511634199074074,0.7121096296296296,0.895175736111111,0.00847457627118644,0.9661016949152542,0.383541537037037,False
gfs__ws80__mean,kpx_group_1,11.0,73,0.6921090690005074,0.5438415092592592,0.7003918055555556,0.8479696018518518,0.0,0.9726027397260274,0.30412809259259255,False
gfs__ws80__mean,kpx_group_1,11.5,80,0.6553199953703703,0.4962336203703704,0.6662426851851853,0.8584151944444446,0.0,0.95,0.3621815740740742,False
gfs__ws80__mean,kpx_group_1,12.0,47,0.729739828605201,0.567277212962963,0.729184212962963,0.8993941666666667,0.0,0.9787234042553191,0.33211695370370375,False
gfs__ws80__mean,kpx_group_1,12.5,51,0.7184313707334786,0.5028625925925926,0.7244970833333334,0.885868425925926,0.0,1.0,0.3830058333333334,False
gfs__ws80__mean,kpx_group_1,13.0,45,0.659308705761317,0.42385086111111114,0.6789649074074074,0.9085005740740741,0.022222222222222223,0.8888888888888888,0.484649712962963,False
gfs__ws80__mean,kpx_group_1,13.5,41,0.7305560557813912,0.4780877314814815,0.7385584722222222,0.9146608333333333,0.0,0.926829268292683,0.4365731018518518,False
gfs__ws80__mean,kpx_group_1,14.0,28,0.6569879861111111,0.3499950277777778,0.6823128472222222,0.9041482361111111,0.03571428571428571,0.8571428571428571,0.5541532083333333,False
gfs__ws80__mean,kpx_group_1,14.5,23,0.7087471457326892,0.48947076851851856,0.7358801388888889,0.8894842222222222,0.0,0.9565217391304348,0.40001345370370367,False
gfs__ws80__mean,kpx_group_1,15.0,18,0.7300026003086421,0.5277043981481482,0.7375540972222222,0.8918277916666667,0.0,1.0,0.3641233935185185,False
gfs__ws80__mean,kpx_group_1,15.5,13,0.6273549252136751,0.31363626851851856,0.6823128703703704,0.8588169537037038,0.0,0.8461538461538461,0.5451806851851853,False
gfs__ws80__mean,kpx_group_1,16.0,14,0.5335680853174604,0.1888245601851852,0.5731695833333332,0.8483043842592594,0.0,0.6428571428571429,0.6594798240740741,False
gfs__ws80__mean,kpx_group_1,16.5,9,0.5611913528806585,0.1794502962962963,0.605979537037037,0.8866719166666667,0.0,0.5555555555555556,0.7072216203703704,False
